titre,résumé,temps,année,votes,nombre de votes,popularité,acteurs,directeurs,production,genres,id_film,id_genre,poster_url,genre_1,genre_2,genre_3
Caresse,"À Barcelone se déroulent onze histoires aux personnages entrecroisés. Le film décrit les relations familières ou amoureuses de personnages qui affrontent des sentiments intenses qui ne peuvent pas se matérialiser en caresses. Caresse, une jeune femme, rend visite à un ancien camarade de classe pour lui raconter un rêve qui la trouble profondément.",13,01-01-1998,0.0,0,0.5065,"['Bénédicte Bosc', 'Emmanuel Mouret', 'Madame Lila', 'Sébastien Demonchy']",['Emmanuel Mouret'],La Fémis,[],781259,[],https://image.tmdb.org/t/p/w500/pFwbYFB0KZlKwSxxLkCVypdG5RL.jpg,-,-,-
Call Me Agostino,Non disponible,97,12-07-2006,2.0,2,0.5043,"['Jeanne Balibar', 'Hélène Fillières', 'Martin Wuttke', 'Jean-Pierre Cassel', 'Joaquin Olarreaga', 'Rafael Zyss']",['Christine Laurent'],Inconnu,['Comédie'],279666,[35],https://image.tmdb.org/t/p/w500/5FrFzrXxKGn3xK7Ytae2eW6oyPK.jpg,Comédie,-,-
Beau fixe,"Quatre étudiantes en médecine, Armelle, Frédérique, Carine et Valérie décident de louer une villa en bord de la mer pour réviser leurs examens. Les premiers temps se passent très bien, jusqu'à ce que les manies des unes et des autres refassent surface. L'arrivée de Francis ne va rien arranger.",92,18-11-1992,4.857,7,0.4997,"['Isabelle Carré', 'Elsa Zylberstein', 'Judith Rémy', 'Estelle Larrivaz', 'Frédéric Gélard', 'Jean-Denis Monory', 'Mark Saporta', 'Patrick Martin', 'Claire Gibaud', 'Delphine Holveck', 'Frédéric Labbé', 'Lucio Da Costa', 'Pascal Maijonnade', 'Jean-Michel Maijonnade', 'Fanny Chausseau', 'Clémentine Thomas', 'Cyril Carroff', 'Daniel Cornuault', 'Vincent Dachet', 'Frédéric Vattolo']",['Christian Vincent'],"Les Productions Lazennec, Les Films Alain Sarde, France 3 Cinéma",['Comédie'],76156,[35],https://image.tmdb.org/t/p/w500/w8rOvTZUQTXhCW1Qh1su2tNhq9r.jpg,Comédie,-,-
Désiré,"Odette Cléry engage un valet de chambre impeccable et très stylé, Désiré. La nuit, Désiré et Madame Cléry rêvent l'un de l'autre : situation embarassante et inavouable. Seulement voilà, ils rêvent tout haut !",92,03-12-1937,6.6,17,0.4985,"['Sacha Guitry', 'Jacqueline Delubac', 'Jacques Baumer', 'Pauline Carton', 'Saturnin Fabre', 'Geneviève Vix', 'Arletty', 'Alys Delonde']",['Sacha Guitry'],Cinéas,['Comédie'],76702,[35],https://image.tmdb.org/t/p/w500/xb4YfEi4suesEI2Wayooe1rZb3C.jpg,Comédie,-,-
Corps à cœur,"Pierrot a quelque trente ans, Jeanne en a bien cinquante. Il est garagiste. Elle est pharmacienne. Lui loulou, elle racée : on ne sait pas très bien ce qu'ils ont en commun si ce n'est la musique. Ils se rencontrent à la Sainte-Chapelle pour un concert du Requiem de Fauré. Pierrot devient amoureux fou. Il est prêt à tout. Mais Jeanne se refuse, muselle la relation.",121,04-07-1979,5.3,11,0.4967,"['Hélène Surgère', 'Nicolas Silberg', 'Myriam Mézières', 'Christine Murillo', 'Liza Braconnier', 'Louis Lyonnet', 'Sonia Saviange', 'Madeleine Robinson', 'Danièle Gain', 'Michel Delahaye', 'Marie-Claude Treilhou']",['Paul Vecchiali'],Diagonale,['Drame'],131479,[18],https://image.tmdb.org/t/p/w500/kJAGSB70fiBwXLdpvDjguGsIAHH.jpg,Drame,-,-
Djib,"Djibril, surnommé Djib, est un adolescent noir de 13 ans. Un rebelle des années 90. Il a une drôle de philosophie qu'il est allé jusqu'à placarder au dessus de son pieu: ""Un noir ne doit jamais se laisser traiter de nègre par un autre qu'un Noir. C'est la pire des insultes."" Le bambino vit avec mère-grand qu'il insulte copieusement parce que l'éducation et lui ne font pas bon ménage. L'intrépide garnement manque d'amour à tous les niveaux. Il est croque d'une meuf de son âge, une fatou Arabo-Gauloise, Joséphine,à qui il veut payer des vacances tonnerres: Alors il doit se décarcasser pour trouver l'oseille. Malheureusement, les choses se passent abracadabra...",77,29-11-2000,0.0,0,0.4942,"['Max-Edouard Balthazard', 'Jessica Hammoudi', 'Laurentine Milebo', 'Jean Odoutan', 'Samy Chattouna', 'Michel Nguyen', 'Richard Lesoing', 'Idrissa Drame', 'Marie-José Segara', 'Catherine Giron', 'Alexis Desseaux', 'Sophie Michaud', 'Hamidou Ouedraogo', 'Hassan Koubba', 'Didier Dorlipo', 'Adama Kouyaté', 'Joseph Momo', 'Lionel Bensoussan', 'Mélanie Rateau', 'Lucas Viquesnel']",['Jean Odoutan'],"Tabou-Tabac Films, CNC, 45 RDLC",['Comédie'],572897,[35],https://image.tmdb.org/t/p/w500/qRkHnhj4zxMjVz0Sgjtpasr7WLW.jpg,Comédie,-,-
Bianca,"Michele Apicella, professeur de mathématiques, a une curieuse manie : épier de sa terrasse tous ses voisins et les mettre en fiche. Il s'intéresse plus particulièrement à Bianca, adorable professeur de français. Quand une série de meurtres se produit autour de lui, Michele devient le suspect idéal.",96,23-02-1984,7.5,398,0.4936,"['Nanni Moretti', 'Laura Morante', 'Roberto Vezzosi', 'Remo Remotti', 'Claudio Bigagli', 'Enrica Maria Modugno', 'Vincenzo Salemme', 'Margherita Sestito', 'Dario Cantarelli', 'Virginie Alexandre', 'Matteo Fago', 'Giovanni Buttafava', 'Alberto Cracco', 'Giovannella De Luca', 'Nicola Di Pinto', 'Mauro Fabretti', 'Mario Garriba', 'Gianfelice Imparato', 'Mario Monaci Toschi', 'Giorgio Viterbo', 'Luigi Moretti', 'Daniele Luchetti', 'Fabrizia Frezza', 'Frédérique Alexandre', 'Maxime Alexandre', 'Henri Alexandre', 'Marie Christine Vanden Eede']",['Nanni Moretti'],"Reteitalia, Faso Film","['Drame', 'Comédie', 'Mystère']",15014,"[18, 35, 9648]",https://image.tmdb.org/t/p/w500/ufRG8d4fNbeueW3UFcWfe4ekhJj.jpg,Drame,Comédie,Mystère
Chasse gardée,"Franz Fischer, journaliste et romancier, passe une nuit avec Anne, l'épouse de Pierre Bufières, son directeur et son ami. Contrairement aux situations qu'il aime exposer dans ses romans, cette nuit d'amour l'attache à Anne. Bufières, tout en maintenant avec sa femme des rapports de liberté et de confiance, l'aime avec une jalousie secrète mais violente. Il devine un rapport naissant entre son éditorialiste et son épouse.",97,17-11-1993,6.3,3,0.4934,"['Gérard Blain', 'Tonie Marshall', 'Rüdiger Vogler', 'Serge Dupire', 'Ingrid Bourgoin', 'Paulette Bouvet', 'Pierre Léon', 'Jean-Frédéric Ducasse', 'Thomas Badek', 'Haydée Caillot', 'Patachou', 'Ima De Ranedo', 'Valérie Jeannet', 'Noël Simsolo']",['Jean-Claude Biette'],Les Films du Dauphin,['Drame'],468644,[18],https://image.tmdb.org/t/p/w500/frY2ekzzPfaAqz8RoGidGUzOdsf.jpg,Drame,-,-
36 Vues du pic Saint-Loup,"A la veille de la tournée d'été, le propriétaire et fondateur d'un petit cirque décède brutalement. Pour essayer de sauver la saison, la troupe décide de faire appel à sa fille aînée Kate. Bien que cette dernière ait quitté le cirque depuis une quinzaine d'années, elle accepte à la surprise générale de mettre entre parenthèses ses activités actuelles et de les rejoindre. Le hasard met sur sa route un Italien Vittorio. Intrigué par la personnalité de Kate et passionné par la vie du cirque, celui-ci décide de faire un bout de chemin avec eux. Il va peu à peu s'insérer dans la vie de la troupe, tout en essayant de percer le secret de Kate : pourquoi a-t-elle quitté la troupe hier et pourquoi accepte-t-elle de revenir aujourd'hui ? A la fin de la tournée, chacun reprendra sa route. Mais quelle route ?",84,09-09-2009,5.8,13,0.4929,"['Jane Birkin', 'Sergio Castellitto', 'André Marcon', 'Jacques Bonnaffé', 'Julie-Marie Parmentier', 'Vimala Pons']",['Jacques Rivette'],"Pierre Grise Productions, France 2 Cinéma, Cinemaundici","['Drame', 'Romance']",59947,"[18, 10749]",https://image.tmdb.org/t/p/w500/A3nVhHBEuEMjqM9k7shQRn5xI2e.jpg,Drame,Romance,-
…Comme elle respire,"Jeanne est mythomane. Elle ment comme elle respire. Elle ne peut pas s'empêcher de raconter des histoires fabuleuses dont elle est la magnifique héroïne. Elle quitte Bordeaux pour Paris, et après quelques jours d'errance, rencontre Madeleine, une vieille dame crédule qui la prend a son service. Mais Madeleine est la proie d'Antoine, un jeune et bel escroc. Lorsque la vieille dame lui raconte que Jeanne est une riche héritière, Antoine décide de la séduire puis de l'enlever…",106,15-08-1998,6.4,19,0.4922,"['Marie Trintignant', 'Guillaume Depardieu', 'Jean-François Stévenin', 'Serge Riaboukine', 'Blanchette Brunoy', 'Michèle Moretti', 'Bernard Verley', 'Joe Grancher-Pedretti', 'Marc Susini', 'Blandine Pélissier', 'Gwenaëlle Simon', 'Patrick Ligardes', 'Kamel Cherif', 'Eric-Ruben Biyick', 'Luc-Antoine Diquéro', 'Patrick Lizana', 'Nicolas Koretzky', 'Pascale Lievyn', 'Thierry Balcon', 'Sylvie Jobert', 'Thibaut Nolte', 'Camille Célia', 'Gérard Chaix', 'Michèle Rème', 'Corina Pomerantz', 'Andrée Saldo', 'Corinne Vauvillé', 'Jean Lechoux', 'Lisa Livane', 'Jean-Baptiste Marcenac', 'Alain Teulié', 'Jacques Dacqmine', 'Bernard Bourdeau', 'Vincent Nemeth', 'Mathieu Archer', 'Arnaud Le Morillon', 'Anne-Marie Grisoni', 'Noël Rocchiccioli', 'Isabelle Petit-Jacques', 'Marion Cerquant', 'Fawzi B. Saichi', 'Pierre Salvadori']",['Pierre Salvadori'],"Canal+, CNC, France 2 Cinéma, Glem Production, La Sept Cinéma, Les Films Pelléas, PROCIREP","['Crime', 'Comédie']",80131,"[80, 35]",https://image.tmdb.org/t/p/w500/x68Opp4iq3tR1ZLQ8IlkNgW63hs.jpg,Crime,Comédie,-
Asfalt Tango,Non disponible,100,13-11-1996,6.9,23,0.4918,"['Charlotte Rampling', 'Mircea Diaconu', 'Florin Călinescu', 'Cătălina Răhăianu', 'Marthe Felten', 'Adina Cartianu', 'Delia Nartea', 'Constantin Cotimanis', 'Diana Dumbravă', 'Alina Nedelea', 'Dan Chișu', 'Loredana Groza']",['Nae Caranfil'],"Domino Film, Studioul Cinematografic București","['Comédie', 'Drame']",8380,"[35, 18]",https://image.tmdb.org/t/p/w500/6KYoB9dDfAZVMFxW6Piyd6FbJz3.jpg,Comédie,Drame,-
Casting,"Pour son premier téléfilm - un remake des Larmes amères de Petra von Kant - Vera, réalisatrice, veut le casting parfait. Mais le premier jour de tournage approche rapidement et les nombreuses séances de casting n'ont pas encore permis de trouver une actrice convenable pour jouer le rôle principal.",94,02-11-2017,6.1,18,0.4912,"['Andreas Lust', 'Judith Engel', 'Milena Dreißig', 'Corinna Kirchhoff', 'Victoria Trauttmansdorff', 'Marie-Lou Sellem', 'Andrea Sawatzki', 'Ursina Lardi', 'Stephan Grossmann', 'Nicole Marischka', 'Toby Ashraf', 'Markus von Lingen', 'Frank W. Rima', 'Tim Kalkhof', 'Anne Müller']",['Nicolas Wackerbarth'],SWR,"['Drame', 'Comédie']",432887,"[18, 35]",https://image.tmdb.org/t/p/w500/4pGghdOpSV8YNVYA9zCvvpfzvc0.jpg,Drame,Comédie,-
Ceux de la zone,"En pleine époque de la grande dépression, Trina se trouve sans foyer et affamée. Elle fait la rencontre de Bill, gentleman habillé en frac et haut de forme. Ce dernier, touché par Trina, l’emmène dans un restaurant de luxe et lui offre le dîner. Mais au moment de payer, Bill ne paye pas la note en faisant un scandale. Trina découvre que Bill est aussi pauvre qu’elle, il fait l’homme-sandwich et porte un costume publicitaire affublé d’un plastron illuminé. Il lui propose de se réfugier chez lui, dans un bidonville. Trina le suit et va découvrir tout un monde vivant en marge de la société. Ils vivent ensemble et décident de se marier. Trina tombe enceinte. Lassé de leur vie miséreuse Bill va tenter de s’en sortir en participant à un cambriolage. Mais celui-ci se termine mal. Le couple va s’échapper dans un wagon de marchandises, espérant avancer vers un monde meilleur.",75,20-11-1933,6.8,34,0.4911,"['Spencer Tracy', 'Loretta Young', 'Marjorie Rambeau', 'Glenda Farrell', 'Walter Connolly', 'Arthur Hohl', 'Dickie Moore', 'Harry Akst', 'Harvey Clark', 'Helen Jerome Eddy', 'R. Henry Grey', 'Leonard Kibrick', 'Carl M. Leviness', 'Kendall McComas', 'Etta McDaniel', 'Tony Merlo', 'Harold Miller', 'Edmund Mortimer', 'Henry Roquemore', 'Hector V. Sarno', 'Charles Sullivan', 'Harry Watson']",['Frank Borzage'],Columbia Pictures,"['Drame', 'Romance']",109886,"[18, 10749]",https://image.tmdb.org/t/p/w500/nzaVnSnaahZAsowDOAwtS0YEpVq.jpg,Drame,Romance,-
Beautiful People,"1993. Alors que le conflit atteint son apogee en Bosnie et que l'Angleterre s'apprete a disputer un match de qualification pour la Coupe du monde contre la Hollande, un Serbe et un Croate se rencontrent dans un bus londonien. Ils sont tous deux originaires du meme village. Pour renouer le contact, ils se jettent l'un sur l'autre, prets a se tuer. S'ensuit une folle poursuite dans les rues de Londres. Dans le meme temps, d'autres refugies d'ex-Yougoslavie vont bouleverser la vie de quatre familles britanniques.",107,16-09-1999,6.0,21,0.4906,"['Charlotte Coleman', 'Charles Kay', 'Rosalind Ayres', 'Julian Firth', 'Edward Jewesbury', 'Nicholas Farrell', 'Danny Nussbaum', 'Roger Sloman', 'Heather Tobias', 'Kenan Hudaverdi', 'Faruk Pruti', 'Dado Jehan', 'Linda Bassett', 'Bobby Williams', 'Joseph Williams', 'Sharon D. Clarke', 'Siobhan Redmond', 'Gilbert Martin', 'Jessica Brandon', 'Melee Hutton', 'Jonny Phillips', 'Dev Sagoo', 'Steve Sweeney', 'Jay Simpson', 'Edin Džandžanović', 'Elizabeth Isiorho', 'Vera Jakob', 'Louise Breckon-Richards', 'Martin Alderdice', 'Nicholas McGaughey', 'Walentine Giorgiewa', 'Radoslav Youroukov', 'Niall Ivers', 'Raules Davies', 'Alan Cowan', 'Craig Stokes', 'Annette Badland', 'Peter Harding', 'Andrew Logan', 'Antony Carrick', 'Tony Peters', 'Thomas Goodridge']",['Jasmin Dizdar'],"British Screen Productions, Arts Council of England, BFI","['Guerre', 'Comédie', 'Drame']",61416,"[10752, 35, 18]",https://image.tmdb.org/t/p/w500/t5s6oSCyA2tGf7J5ZJHii4eb2J2.jpg,Guerre,Comédie,Drame
Les bruits de la ville,"Pier sort de 5 années de prison durant lesquelles il a refusé tout contact avec son passé. Déambulant la nuit dans Paris, il se décide enfin à lire les lettres reçues de son amie Sylvana. Elles lui révèlent des événements passés qui influenceront son itinéraire, ses rencontres, ses humeurs.",95,18-11-1998,0.0,0,0.4901,"['Pierrick Sorin', 'Malika Khatir', 'Jean Estelle-Vaisset', 'Meyong Békaté']",['Sophie Comtet'],Inconnu,['Drame'],345797,[18],,Drame,-,-
Les corps célestes,"Un proxénète québecois déménage dans une ville minière rurale avec un groupe de prostituées pour ouvrir un bordel dans un vieil hôtel décrépit, au milieu des premiers signes avant-coureurs de l'éclatement imminent de la Seconde Guerre mondiale",104,20-09-1973,6.0,2,0.4894,"['Donald Pilon', 'Micheline Lanctôt', 'Carole Laure', 'Jacques Dufilho', 'Yvon Barrette', 'Pat Gagnon', 'Claude Maher', 'Marcelle Pallascio', 'Marc Bourgault', 'Sheila Charlesworth', 'Fabien Descoteaux', 'Marcel Giguère', 'Marc Grégoire', 'Maryse Kingsley', 'Terrence Labrosse', 'Claude Laverdière', 'Judi MacDonald', 'Claude Maher', 'Reda Markovitz', 'Marcelle Pallascio', 'Gilles Rochette', 'Dominique Saint Claire', 'Claudie Verdant']",['Gilles Carle'],Inconnu,['Comédie'],208147,[35],https://image.tmdb.org/t/p/w500/y1v37WkpTdMoEc0mP916NKrZO05.jpg,Comédie,-,-
Dernière jeunesse,"Georges, ancien soldat recueille dans le ruisseau Jacqueline Delubac, une fille à qui il redonne le gout de vivre. Mais son amour ne suscite que de la reconnaissance car une grande différence d'âge les sépare. Jacqueline lui préfère un ami plus jeune et déclenche chez lui une profonde crise de jalousie. De retour d'un rendez-vous galant, Jacqueline est étranglée par le colonel jaloux.",80,11-08-1939,0.0,0,0.4892,"['Raimu', 'Jacqueline Delubac', 'Pierre Brasseur', 'Tramel', 'Alice Tissot', 'Jean Brochard', 'René Génin', 'Héléna Manson', 'Raymone', 'Monique Joyce', 'Yves Deniaud', 'Armand Larcher', 'Marcel Maupi', 'Rivers Cadet', 'Charles Redgie', 'Pierre Labry', 'Palmyre Levasseur', 'Amy Collin', 'Sonia Gobar', 'Violaine Barry']",['Jeff Musso'],Scalera Film,['Drame'],316910,[18],https://image.tmdb.org/t/p/w500/d1IrXbFpc8OkINeh8DvAz8FUL93.jpg,Drame,-,-
Assassin(s),"Tueur de son état depuis quarante ans, M. Wagner aime le travail bien fait et pratique son métier avec amour et une éthique ambigüe mais réelle, et selon lui nécessaire. Lorsqu'il rencontre Max, jeune homme sans emploi, il pense avoir trouvé son successeur. Il va s'appliquer à lui enseigner son savoir-faire et son sens de l'éthique. Mais les temps ont changé.",128,30-04-1997,6.243,72,0.4877,"['Michel Serrault', 'Mathieu Kassovitz', 'Mehdi Benoufa', 'Robert Gendreu', 'Danièle Lebrun', 'François Levantal', 'Karim Belkhadra', 'Roland Marchisio', 'Félicité Wouassi', 'Nicolas Boukhrief', 'Donat Vidal-Revel', 'Philippe Neunreuther', 'Christophe Rossignon', 'Pascal Ondicolberry', 'Agnès Akopian', 'Isabelle Perret', 'Hélène de Fougerolles', 'Léa Drucker']",['Mathieu Kassovitz'],"Les Productions Lazennec, Le Studio Canal+, La Sept Cinéma, TF1 Films Production, Kasso Productions","['Drame', 'Crime']",34068,"[18, 80]",https://image.tmdb.org/t/p/w500/cq6qzZTrBtMfGaoco5SMgOd4IlI.jpg,Drame,Crime,-
Adieu au langage,"Le propos est simple. Une femme mariée et un homme libre se rencontrent. Ils s'aiment, se disputent, les coups pleuvent. Un chien erre entre ville et campagne. Les saisons passent. L'homme et la femme se retrouvent. Le chien se trouve entre eux. L'autre est dans l'un. L'un est dans l'autre. Et ce sont les trois personnes. L'ancien mari fait tout exploser. Un deuxième film commence. Le même que le premier. Et pourtant pas. De l'espèce humaine on passe à la métaphore. Ça finira par des aboiements. Et des cris de bébé.",70,15-08-2014,6.016,187,0.4858,"['Jessica Erickson', 'Héloïse Godet', 'Zoé Bruneau', 'Kamel Abdeli', 'Richard Chevallier', 'Alexandre Païta', 'Christian Gregori', 'Marie Ruchat', 'Jeremy Zampatti', 'Jean-Luc Godard']",['Jean-Luc Godard'],Wild Bunch,['Drame'],114982,[18],https://image.tmdb.org/t/p/w500/thSouL5vRuIJSQHMDERcqdwlrY8.jpg,Drame,-,-
Donne-moi la main,"Antoine et Quentin, frères jumeaux de 18 ans, décident, à l'insu de leur père, de se rendre à pied en Espagne afin d'assister aux funérailles de leur mère qu'ils ont peu connue. La route va mettre à nu leurs différences de manière insoupçonnée.",80,18-02-2008,5.5,32,0.4856,"['Victor Carril', 'Alexandre Carril', 'Anaïs Demoustier', 'Samir Harrag', 'Patrick Hauthier', 'Katrin Sass', 'Fernando Ramallo', 'Maya Borker', 'Michel Grateau', 'Oswaldo Parma', 'Elsa Malterre', 'Elodie Meurlargé', 'Jean-Pascal Abribat', 'Franck Guilbot', 'Joël Pyrene', 'Jeanine Roy', 'Corinne Pougnaud']",['Pascal-Alex Vincent'],"Local Films, Adam Productions",['Drame'],40421,[18],https://image.tmdb.org/t/p/w500/5sIy0qUAvSGv706HCVtG4V8qrtV.jpg,Drame,-,-
Cristo Rey,Non disponible,96,22-01-2014,5.375,8,0.4851,"['James Saintil', 'Akari Endo', 'Yasser Michelén', 'Jalsen Santana', 'Arturo Lopez', 'Leonardo Vasquez', 'Moisés Trinidad', 'Salvador Pérez Martínez']",['Leticia Tonos'],"Les Films de l'Astre, Producciones Linea Espiral","['Drame', 'Romance']",218810,"[18, 10749]",https://image.tmdb.org/t/p/w500/p5uFkLLSO44ztOXynXMf1ajaTlm.jpg,Drame,Romance,-
Anna,"Anna, jeune femme d'origine colombienne résidant à Paris, lutte au quotidien contre sa fragilité psychologique. Elle souhaiterait passer plus de temps avec Nathan, son fils âgé de dix ans, mais Philippe, son ex-mari, ne l'en croit pas capable et l'en empêche. Anna décide alors de quitter brutalement la France avec Nathan. Elle réussit à convaincre Bruno, son petit ami, de la suivre dans sa fuite et le trio s'envole pour la Colombie. Pendant ce périple, Anna entreverra la possibilité de créer une nouvelle famille et se confrontera à la difficulté d'être mère.",96,31-03-2016,7.4,19,0.4816,"['Juana Acosta', 'Kolia Abiteboul', 'Bruno Clairefond', 'Augustin Legrand', 'Alexandre Toulemonde', 'Audrey Bastien', 'Claudia Vallejo', 'Maria Paula Jaramillo', 'Hermes Mejía', 'Elvira Gonzalez', 'Manuel Fidel Peña', 'Joseph Braconnier', 'Frédéric Georges', 'Thierry Levaret', 'Fanny De Donceel', 'Miguel Eduardo Cueva', 'Bruno Maurin', 'Émilie Gavois-Kahn', 'Francis Ressort', 'Pierre Knoch', 'Duberney Perez', 'Claudia Tavera', 'Wilder Hernandez', 'Enrique Moreno', 'Daniela Jaimes', 'Nafer Durán', 'Lenys Villero', 'Alexander Paez', 'Ismael Fragozo', 'Nayib Aguncha', 'Faenis Fragozo']",['Jacques Toulemonde'],"Noodles Production, Janus Films, Proimagenes Colombia, Indéfilms 3, CNC",['Drame'],420560,[18],https://image.tmdb.org/t/p/w500/5yEA2fE2ZLs23k510SyvHrF1K0K.jpg,Drame,-,-
Caméléone,"Une nuit à Paris, Léa tue un homme pour se défendre. Vers qui peut-elle se retourner pour trouver de l'aide et se confier ? Luc et Jean, des livreurs de journaux, témoins du meurtre et qui semblent vouloir se dissimuler pour des raisons obscures. Francis, un peintre au passé énigmatique avec qui elle partage sa vie. Son pote Julien, un habitué du bar où elle travaille. Ou son ancien amant, le commissaire Moskowitz. Mosko saura l'aider et faire disparaitre toutes traces pouvant la relier au meurtre. Mais peut-on faire confiance à des témoins qui ne témoignent pas, à un homme uniquement préoccupé de sa peinture, à un commissaire de police qui dissimule des indices, et qui de plus est un amant déchu...",92,09-10-1996,4.7,5,0.4815,"['Chiara Mastroianni', 'Jackie Berroyer', 'Seymour Cassel', 'Antoine Chappey', 'Alban Guitteny', 'Julien Collet', 'Edward Bunker', 'Sandrine Dumas', 'Marilyne Canto', 'Philippe van Herwijnen', 'François Guérif', 'Dominique Camara', 'Jean-René de Fleurieu', 'Dan Herzberg', 'Nicolas Leouzon', 'Ta Kim', 'Eric Pajand', 'Zinedine Soualem', 'Alain Fromager', 'Anthony Souter', 'Ludovic Caron', 'José Garcia', 'Jean-Luc Revol', 'Édouard Baer', 'Riton Liebman']",['Benoît Cohen'],Inconnu,[],534258,[],https://image.tmdb.org/t/p/w500/9mdKiW5C6piJbQmIr8SQ017oPUR.jpg,-,-,-
Countryman,"Un pêcheur jamaïcain recueille deux rescapés d'un avion en difficulté qui s'est écrasé dans la jungle, une opportunité pour le colonel Sinclair pour mettre en œuvre un complot contre l'opposition... Les deux jeunes rescapés vont apprendre à vivre au milieu de cette jungle avec l'aide mystique du pêcheur...",102,05-07-1982,5.529,17,0.4797,"['Countryman', 'Hiram Keller', 'Carl Bradshaw', 'Basil Keane', 'Freshey Richardson', 'Kristina St. Clair', 'Jahman', 'Papa Threecards', 'Munair Zacca', 'Dee Anthony', 'Ronnie McKay', 'Claudia Robinson']",['Dickie Jobson'],Island,['Drame'],36431,[18],https://image.tmdb.org/t/p/w500/8F7We6g8ecAKwH2FfCkP4IoWQLZ.jpg,Drame,-,-
Carla's Song,"Glasgow 1987. George, chauffeur de bus, est amoureux de Carla, jeune refugiée nicaraguayenne qui a fui la guerre dans son pays, après avoir été témoin d'évènements dont elle ne veut pas parler. Un jour il la sauve d'une tentative de suicide. Il décide alors de se rendre avec elle au Nicaragua sur les traces de son passé.",121,30-10-1996,6.725,89,0.4775,"['Robert Carlyle', 'Oyanka Cabezas', 'Scott Glenn', 'Louise Goodall', 'Salvador Espinoza', 'Margaret McAdam', 'Gary Lewis', 'Subash Singh Pall', 'Stewart Preston', 'Richard Loza', 'Greg Friel', 'Anne Marie Timoney', 'Andy Townsley', 'Alicia Devine', 'John Paul Leach', 'Norma Rivera', 'José Meneses', 'Rosa Amelia López', 'Keila Rodriguez', 'Josefa Calderon De Calero', 'Azucena Figueroa', 'Tomasa García', 'Alcides González', 'Manuela Guevara', 'Karla Obando', 'Santos Olivas', 'Alison Paula Rizo', 'Elba Aurora Talavera', 'Luis Talavera', 'Jimmy Jose Arguello', 'José Alberto Avendaño', 'Ana Victoria Borge', 'Junior Escobar', 'Alma Bianco Medina', 'Tatiana Miranda', 'Ramón Monterrey', 'Santiago Neira', 'Belkis Ramirez', 'María José Silva', 'Amy Bank', 'Belinda Forbes', 'Mark Forget', 'Tom Lee', 'Micky Mckay', 'Ruth Pacheco', 'Richard Senghas', 'Anita Setright', 'Laura Tredway', 'Marcelino Cruz', 'Alberto Flores', 'Roberto Flores', 'Narciso González', 'Claire Hemphill', 'Felipe Hernandez', 'Ramón Lozano', 'Thomas McTaggart', 'Ford Kiernan']",['Ken Loach'],"Alta Films S.A., The Glasgow Film Fund, Road Movies Dritte Produktionen, Parallax Pictures, Institute of Culture, Filmstiftung NRW, ARD Degeto, TVE, Film4 Productions","['Guerre', 'Drame', 'Romance']",2143,"[10752, 18, 10749]",https://image.tmdb.org/t/p/w500/jQtbHH07alTI1knOmt8ZabU6p3c.jpg,Guerre,Drame,Romance
Arthur Rambo,Qui est Karim D. ? Ce jeune écrivain engagé au succès annoncé ou son alias Arthur Rambo qui poste des messages haineux que l’on exhume un jour des réseaux sociaux…,87,02-02-2022,6.091,33,0.4768,"['Rabah Nait Oufella', 'Antoine Reinartz', 'Sofian Khammes', 'Bilel Chegrani', 'Sarah Henochsberg', 'Hélène Alexandridis', 'Chouaib Arif', 'Malika Zerrouki', 'Anne Alvaro', 'Aleksandra Yermak', 'Martin Nikonoff']",['Laurent Cantet'],"Les Films de Pierre, France 2 Cinéma, Memento Films Production",['Drame'],660334,[18],https://image.tmdb.org/t/p/w500/eqQKKFNToX8nrmKOxMccpUjbAoY.jpg,Drame,-,-
Daguerréotypes,"« Daguerréotypes » n'est pas un film sur la rue Daguerre, pittoresque rue du 14e arrondissement, c'est un film sur un petit morceau de la rue Daguerre, entre le numéro 70 et le numéro 90, c'est un document modeste et local sur quelques petits commerçants, un regard attentif sur la majorité silencieuse. C'est un album de quartier, ce sont des portraits stéréo-daguérréotypés. Ce sont des archives pour les archéo-sociologues de l'an 2975.",79,28-02-1978,7.3,50,0.476,"['Agnès Varda', 'Lucien Bossy', 'Leance Debrossian', 'Marcelle Debrossian', 'Robert François', 'Jean Guillard', 'Thibaud Jean', 'Boukraa Mustapha', 'Henri Piednoir', 'Maria Piednoir', 'Rosalie Varda']",['Agnès Varda'],"ZDF, Ciné-Tamaris, INA",['Documentaire'],49650,[99],https://image.tmdb.org/t/p/w500/hn2yTOvb5a7YaKZEw7wKwMPmsf6.jpg,Documentaire,-,-
